SettlementDeadline;TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;Starttime
2024-03-07;14827;2024-03-08 22:28:17;127606520.49;21;0;9;0;1788;2024-03-08 22:28:19
2024-03-07;11198;2024-03-07 16:49:49;165885832.7;21;0;8;0;1614;2024-03-08 22:28:39
2024-03-07;14828;2024-03-08 22:28:37;165885832.7;8;6;21;6;1614;2024-03-08 22:28:39
2024-03-08;13868;2024-03-08 14:06:19;25758685.28;29;0;1;0;1765;2024-03-08 22:28:40
2024-03-08;14829;2024-03-08 22:28:38;25758685.28;1;7;29;7;1765;2024-03-08 22:28:40
2024-03-08;12346;2024-03-08 01:05:43;255544265.06;17;0;13;0;3667;2024-03-08 22:29:00
2024-03-08;14830;2024-03-08 22:28:58;255544265.06;13;5;17;5;3667;2024-03-08 22:29:00
2024-03-09;14262;2024-03-08 17:42:23;139293458.3;18;2;30;2;6954;2024-03-08 22:29:11
2024-03-09;14831;2024-03-08 22:29:09;139293458.3;30;0;18;0;6954;2024-03-08 22:29:11
2024-03-08;14725;2024-03-08 21:42:46;50693951.06;18;0;12;0;264;2024-03-08 22:29:24
2024-03-08;14832;2024-03-08 22:29:22;50693951.06;12;1;18;1;264;2024-03-08 22:29:24
2024-03-09;11090;2024-03-07 15:55:32;71463984.69;24;0;14;0;52;2024-03-08 22:30:34
2024-03-09;14833;2024-03-08 22:30:32;71463984.69;14;6;24;6;52;2024-03-08 22:30:34
2024-03-08;12539;2024-03-08 02:03:07;36102428.53;29;7;23;7;56;2024-03-08 22:30:34
2024-03-08;14834;2024-03-08 22:30:32;36102428.53;23;0;29;0;56;2024-03-08 22:30:34
2024-03-09;12343;2024-03-08 01:05:02;186793278.6;17;0;21;0;2285;2024-03-08 22:31:34
2024-03-09;14836;2024-03-08 22:31:32;186793278.6;21;8;17;8;2285;2024-03-08 22:31:34
2024-03-08;13247;2024-03-08 08:29:36;24449760.69;19;8;18;8;4484;2024-03-08 22:31:52
2024-03-08;14837;2024-03-08 22:31:50;24449760.69;18;0;19;0;4484;2024-03-08 22:31:52
2024-03-09;13014;2024-03-08 06:30:07;139640386.42;6;3;23;3;7342;2024-03-08 22:31:55
2024-03-09;14838;2024-03-08 22:31:53;139640386.42;23;0;6;0;7342;2024-03-08 22:31:55
2024-03-08;13312;2024-03-08 09:03:57;28856921.53;5;0;26;0;2410;2024-03-08 22:32:52
2024-03-08;14839;2024-03-08 22:32:50;28856921.53;26;6;5;6;2410;2024-03-08 22:32:52
2024-03-09;14233;2024-03-08 17:25:48;120968109.23;13;2;23;2;1696;2024-03-08 22:33:02
2024-03-09;14840;2024-03-08 22:33:00;120968109.23;23;0;13;0;1696;2024-03-08 22:33:02
2024-03-08;12099;2024-03-08 00:17:41;40993561.29;1;8;4;8;3446;2024-03-08 22:33:13
2024-03-08;14841;2024-03-08 22:33:11;40993561.29;4;0;1;0;3446;2024-03-08 22:33:13
2024-03-09;12927;2024-03-08 05:41:54;25568306.5;1;7;29;7;6484;2024-03-08 22:33:18
2024-03-09;14842;2024-03-08 22:33:16;25568306.5;29;0;1;0;6484;2024-03-08 22:33:18
2024-03-08;13096;2024-03-08 07:05:41;96372606.76;19;5;14;5;1793;2024-03-08 22:33:51
2024-03-08;14843;2024-03-08 22:33:49;96372606.76;14;0;19;0;1793;2024-03-08 22:33:51
2024-03-09;14353;2024-03-08 18:32:31;180850363.15;20;7;25;7;4813;2024-03-08 22:34:32
2024-03-09;14844;2024-03-08 22:34:30;180850363.15;25;0;20;0;4813;2024-03-08 22:34:32
2024-03-09;12812;2024-03-08 04:37:08;102178310.03;29;0;25;0;2359;2024-03-08 22:34:52
2024-03-09;14845;2024-03-08 22:34:50;102178310.03;25;2;29;2;2359;2024-03-08 22:34:52
2024-03-08;12741;2024-03-08 04:01:38;300454381.9;1;3;19;3;944;2024-03-08 22:34:52
2024-03-08;14846;2024-03-08 22:34:50;300454381.9;19;0;1;0;944;2024-03-08 22:34:52
2024-03-08;12515;2024-03-08 01:51:47;35207695.31;20;8;18;8;3661;2024-03-08 22:35:16
2024-03-08;14847;2024-03-08 22:35:14;35207695.31;18;0;20;0;3661;2024-03-08 22:35:16
2024-03-09;13038;2024-03-08 06:40:27;102171478.4;21;7;13;7;4819;2024-03-08 22:35:19
2024-03-09;14848;2024-03-08 22:35:17;102171478.4;13;0;21;0;4819;2024-03-08 22:35:19
2024-03-09;12491;2024-03-08 01:38:50;207474854.14;11;1;15;1;20;2024-03-08 22:35:22
2024-03-09;14849;2024-03-08 22:35:20;207474854.14;15;0;11;0;20;2024-03-08 22:35:22
2024-03-08;13555;2024-03-08 11:10:07;61973120.6;8;0;29;0;859;2024-03-08 22:35:30
2024-03-08;14850;2024-03-08 22:35:28;61973120.6;29;8;8;8;859;2024-03-08 22:35:30
2024-03-09;13897;2024-03-08 14:25:34;133264132.23;16;0;15;0;6620;2024-03-08 22:35:41
2024-03-09;14852;2024-03-08 22:35:39;133264132.23;15;1;16;1;6620;2024-03-08 22:35:41
2024-03-08;13234;2024-03-08 08:22:52;137177322.5;21;0;24;0;2679;2024-03-08 22:36:14
2024-03-08;14854;2024-03-08 22:36:12;137177322.5;24;4;21;4;2679;2024-03-08 22:36:14
2024-03-09;12097;2024-03-08 00:16:43;82238785.08;1;0;15;0;4097;2024-03-08 22:36:15
2024-03-09;14855;2024-03-08 22:36:13;82238785.08;15;8;1;8;4097;2024-03-08 22:36:15
2024-03-08;11500;2024-03-07 19:30:28;108267525.7;29;2;20;2;7242;2024-03-08 22:36:22
2024-03-08;14856;2024-03-08 22:36:20;108267525.7;20;0;29;0;7242;2024-03-08 22:36:22
2024-03-09;12503;2024-03-08 01:45:09;15851401.6;8;6;23;6;2975;2024-03-08 22:36:31
2024-03-09;14857;2024-03-08 22:36:29;15851401.6;23;0;8;0;2975;2024-03-08 22:36:31
2024-03-08;12929;2024-03-08 05:42:04;142334902.81;5;0;18;0;5839;2024-03-08 22:36:54
2024-03-08;14858;2024-03-08 22:36:52;142334902.81;18;6;5;6;5839;2024-03-08 22:36:54
2024-03-08;10454;2024-03-07 09:54:28;111813938.49;18;0;10;0;141;2024-03-08 22:37:18
2024-03-08;14859;2024-03-08 22:37:16;111813938.49;10;6;18;6;141;2024-03-08 22:37:18
2024-03-08;13398;2024-03-08 09:50:18;65518261.67;1;0;25;0;6971;2024-03-08 22:37:41
2024-03-08;14860;2024-03-08 22:37:39;65518261.67;25;5;1;5;6971;2024-03-08 22:37:41
2024-03-08;13258;2024-03-08 08:33:32;177129820.37;30;5;18;5;5142;2024-03-08 22:38:10
2024-03-08;14861;2024-03-08 22:38:08;177129820.37;18;0;30;0;5142;2024-03-08 22:38:10
2024-03-09;14504;2024-03-08 19:43:22;17635048.91;20;0;2;0;4713;2024-03-08 22:39:54
2024-03-09;14862;2024-03-08 22:39:52;17635048.91;2;4;20;4;4713;2024-03-08 22:39:54
2024-03-09;12108;2024-03-08 00:19:25;218050762.01;7;0;28;0;3424;2024-03-08 22:40:35
2024-03-09;14863;2024-03-08 22:40:33;218050762.01;28;1;7;1;3424;2024-03-08 22:40:35
2024-03-08;13497;2024-03-08 10:31:58;410415799.79;27;0;17;0;3825;2024-03-08 22:40:45
2024-03-08;14864;2024-03-08 22:40:43;410415799.79;17;5;27;5;3825;2024-03-08 22:40:45
2024-03-08;14555;2024-03-08 20:13:45;119160482.31;20;0;29;0;6619;2024-03-08 22:41:31
2024-03-08;14865;2024-03-08 22:41:29;119160482.31;29;1;20;1;6619;2024-03-08 22:41:31
2024-03-09;12179;2024-03-08 00:34:46;41089205.16;23;8;4;8;5328;2024-03-08 22:41:36
2024-03-09;14866;2024-03-08 22:41:34;41089205.16;4;0;23;0;5328;2024-03-08 22:41:36
2024-03-07;10040;2024-03-07 06:17:15;99035764.31;7;5;30;5;3775;2024-03-08 22:42:38
2024-03-07;14867;2024-03-08 22:42:36;99035764.31;30;0;7;0;3775;2024-03-08 22:42:38
2024-03-10;12524;2024-03-08 01:56:36;21644556.7;6;0;3;0;7255;2024-03-08 22:43:11
2024-03-10;14868;2024-03-08 22:43:09;21644556.7;3;1;6;1;7255;2024-03-08 22:43:11
2024-03-08;12843;2024-03-08 04:55:19;73533031.97;26;0;23;0;6323;2024-03-08 22:43:23
2024-03-08;14869;2024-03-08 22:43:21;73533031.97;23;4;26;4;6323;2024-03-08 22:43:23
2024-03-08;14190;2024-03-08 17:03:55;62404162.48;30;0;4;0;68;2024-03-08 22:43:38
2024-03-08;14870;2024-03-08 22:43:36;62404162.48;4;6;30;6;68;2024-03-08 22:43:38
2024-03-08;13297;2024-03-08 08:59:10;69411063.92;6;0;26;0;6839;2024-03-08 22:44:43
2024-03-08;14871;2024-03-08 22:44:41;69411063.92;26;8;6;8;6839;2024-03-08 22:44:43
2024-03-09;14509;2024-03-08 19:44:34;7719190.59;26;7;22;7;1534;2024-03-08 22:45:07
2024-03-09;14872;2024-03-08 22:45:05;7719190.59;22;0;26;0;1534;2024-03-08 22:45:07
2024-03-09;12579;2024-03-08 02:22:51;28479557.89;29;0;11;0;3764;2024-03-08 22:45:42
2024-03-09;14873;2024-03-08 22:45:40;28479557.89;11;1;29;1;3764;2024-03-08 22:45:42
2024-03-09;13830;2024-03-08 13:41:57;122074015.26;12;3;29;3;1648;2024-03-08 22:45:54
2024-03-09;14874;2024-03-08 22:45:52;122074015.26;29;0;12;0;1648;2024-03-08 22:45:54
2024-03-09;12519;2024-03-08 01:54:50;13018468.12;24;3;6;3;7291;2024-03-08 22:45:57
2024-03-09;14875;2024-03-08 22:45:55;13018468.12;6;0;24;0;7291;2024-03-08 22:45:57
2024-03-08;12528;2024-03-08 01:57:37;111212136.03;9;7;28;7;3135;2024-03-08 22:47:05
2024-03-08;14876;2024-03-08 22:47:03;111212136.03;28;0;9;0;3135;2024-03-08 22:47:05
2024-03-09;13108;2024-03-08 07:11:16;149604142.33;11;1;28;1;3550;2024-03-08 22:47:23
2024-03-09;14877;2024-03-08 22:47:21;149604142.33;28;0;11;0;3550;2024-03-08 22:47:23
2024-03-09;13487;2024-03-08 10:27:26;351854128.1;17;0;11;0;5238;2024-03-08 22:47:33
2024-03-09;14878;2024-03-08 22:47:31;351854128.1;11;5;17;5;5238;2024-03-08 22:47:33
2024-03-09;14767;2024-03-08 22:05:12;92937620.5;24;0;11;0;226;2024-03-08 22:47:40
2024-03-09;14879;2024-03-08 22:47:38;92937620.5;11;4;24;4;226;2024-03-08 22:47:40
2024-03-08;12460;2024-03-08 01:26:51;48141518.43;10;0;25;0;1689;2024-03-08 22:48:01
2024-03-08;14880;2024-03-08 22:47:59;48141518.43;25;8;10;8;1689;2024-03-08 22:48:01
2024-03-09;14584;2024-03-08 20:32:08;46197690.53;18;1;4;1;3524;2024-03-08 22:48:14
2024-03-09;14881;2024-03-08 22:48:12;46197690.53;4;0;18;0;3524;2024-03-08 22:48:14
2024-03-09;13076;2024-03-08 06:52:43;118527922.39;17;0;30;0;659;2024-03-08 22:49:39
2024-03-09;14882;2024-03-08 22:49:37;118527922.39;30;3;17;3;659;2024-03-08 22:49:39
2024-03-09;13783;2024-03-08 13:15:29;162564122.09;4;0;17;0;6467;2024-03-08 22:50:22
2024-03-09;14883;2024-03-08 22:50:20;162564122.09;17;4;4;4;6467;2024-03-08 22:50:22
2024-03-09;12386;2024-03-08 01:14:18;72967745.53;20;0;22;0;3218;2024-03-08 22:50:38
2024-03-09;14884;2024-03-08 22:50:36;72967745.53;22;2;20;2;3218;2024-03-08 22:50:38
2024-03-10;13835;2024-03-08 13:44:43;230997069.09;18;6;4;6;3023;2024-03-08 22:50:58
2024-03-10;14885;2024-03-08 22:50:56;230997069.09;4;0;18;0;3023;2024-03-08 22:50:58
2024-03-08;13933;2024-03-08 14:43:53;120634086.01;9;0;21;0;1547;2024-03-08 22:51:39
2024-03-08;14886;2024-03-08 22:51:37;120634086.01;21;7;9;7;1547;2024-03-08 22:51:39
2024-03-08;12883;2024-03-08 05:16:51;111664813.93;3;4;25;4;123;2024-03-08 22:52:56
2024-03-08;14887;2024-03-08 22:52:54;111664813.93;25;0;3;0;123;2024-03-08 22:52:56
2024-03-08;13613;2024-03-08 11:45:35;95873302.17;25;0;8;0;1537;2024-03-08 22:53:31
2024-03-08;14888;2024-03-08 22:53:29;95873302.17;8;1;25;1;1537;2024-03-08 22:53:31
2024-03-08;12754;2024-03-08 04:06:51;117521110.64;30;0;4;0;7284;2024-03-08 22:53:36
2024-03-08;14889;2024-03-08 22:53:34;117521110.64;4;5;30;5;7284;2024-03-08 22:53:36
2024-03-08;14835;2024-03-08 22:31:26;79988308.01;23;0;30;0;3497;2024-03-08 22:54:29
2024-03-08;14890;2024-03-08 22:54:27;79988308.01;30;2;23;2;3497;2024-03-08 22:54:29
2024-03-07;10222;2024-03-07 07:45:57;200270702.08;4;0;30;0;6535;2024-03-08 22:55:00
2024-03-07;14891;2024-03-08 22:54:58;200270702.08;30;7;4;7;6535;2024-03-08 22:55:00
2024-03-08;14027;2024-03-08 15:31:45;137896601.97;9;8;16;8;6563;2024-03-08 22:55:22
2024-03-08;14892;2024-03-08 22:55:20;137896601.97;16;0;9;0;6563;2024-03-08 22:55:22
2024-03-09;12618;2024-03-08 02:44:44;24218501.39;29;0;19;0;5065;2024-03-08 22:55:26
2024-03-09;14893;2024-03-08 22:55:24;24218501.39;19;4;29;4;5065;2024-03-08 22:55:26
2024-03-08;12300;2024-03-08 00:55:48;83759550.6;22;0;30;0;1557;2024-03-08 22:55:44
2024-03-08;14894;2024-03-08 22:55:42;83759550.6;30;8;22;8;1557;2024-03-08 22:55:44
2024-03-08;13236;2024-03-08 08:24:17;131831639.2;29;0;22;0;3449;2024-03-08 22:56:20
2024-03-08;14895;2024-03-08 22:56:18;131831639.2;22;3;29;3;3449;2024-03-08 22:56:20
2024-03-08;13100;2024-03-08 07:07:19;219436135.56;3;0;12;0;544;2024-03-08 22:57:28
2024-03-08;14896;2024-03-08 22:57:26;219436135.56;12;6;3;6;544;2024-03-08 22:57:28
2024-03-08;14739;2024-03-08 21:46:38;58184235.32;1;4;9;4;4261;2024-03-08 22:57:32
2024-03-08;14897;2024-03-08 22:57:30;58184235.32;9;0;1;0;4261;2024-03-08 22:57:32
2024-03-09;14637;2024-03-08 20:59:40;42169203.37;14;0;2;0;4706;2024-03-08 22:58:58
2024-03-09;14898;2024-03-08 22:58:56;42169203.37;2;5;14;5;4706;2024-03-08 22:58:58
2024-03-08;14853;2024-03-08 22:35:44;13891614.91;10;0;6;0;2414;2024-03-08 22:59:02
2024-03-08;14899;2024-03-08 22:59:00;13891614.91;6;3;10;3;2414;2024-03-08 22:59:02
2024-03-08;12819;2024-03-08 04:39:04;100586532.36;22;2;14;2;2052;2024-03-08 22:59:36
2024-03-08;14900;2024-03-08 22:59:34;100586532.36;14;0;22;0;2052;2024-03-08 22:59:36
2024-03-09;12262;2024-03-08 00:50:12;136664641.73;28;0;6;0;6596;2024-03-08 23:00:30
2024-03-09;14901;2024-03-08 23:00:28;136664641.73;6;7;28;7;6596;2024-03-08 23:00:30
2024-03-09;13807;2024-03-08 13:29:50;76877322.45;10;0;3;0;6200;2024-03-08 23:02:39
2024-03-09;14902;2024-03-08 23:02:37;76877322.45;3;2;10;2;6200;2024-03-08 23:02:39
2024-03-09;14259;2024-03-08 17:39:08;178641803.97;2;7;21;7;7244;2024-03-08 23:02:45
2024-03-09;14903;2024-03-08 23:02:43;178641803.97;21;0;2;0;7244;2024-03-08 23:02:45
2024-03-08;13791;2024-03-08 13:18:25;85711206.66;9;0;6;0;6752;2024-03-08 23:02:53
2024-03-08;14904;2024-03-08 23:02:51;85711206.66;6;1;9;1;6752;2024-03-08 23:02:53
2024-03-09;14281;2024-03-08 17:53:45;133635353.8;30;8;22;8;7306;2024-03-08 23:03:07
2024-03-09;14905;2024-03-08 23:03:05;133635353.8;22;0;30;0;7306;2024-03-08 23:03:07
2024-03-10;14015;2024-03-08 15:21:40;33932463.33;18;0;22;0;3004;2024-03-08 23:03:15
2024-03-10;14906;2024-03-08 23:03:13;33932463.33;22;3;18;3;3004;2024-03-08 23:03:15
2024-03-09;12330;2024-03-08 01:02:55;163791604.5;21;0;8;0;484;2024-03-08 23:03:24
2024-03-09;14907;2024-03-08 23:03:22;163791604.5;8;2;21;2;484;2024-03-08 23:03:24
2024-03-10;13226;2024-03-08 08:20:39;99485905.87;18;0;14;0;2942;2024-03-08 23:04:44
2024-03-10;14909;2024-03-08 23:04:42;99485905.87;14;2;18;2;2942;2024-03-08 23:04:44
2024-03-09;13666;2024-03-08 12:20:30;40817110.56;4;6;13;6;6236;2024-03-08 23:04:57
2024-03-09;14910;2024-03-08 23:04:55;40817110.56;13;0;4;0;6236;2024-03-08 23:04:57
2024-03-10;14795;2024-03-08 22:17:52;54299217.31;17;5;8;5;6101;2024-03-08 23:05:11
2024-03-10;14911;2024-03-08 23:05:09;54299217.31;8;0;17;0;6101;2024-03-08 23:05:11
2024-03-09;14101;2024-03-08 16:14:46;280466303.34;27;0;8;0;1003;2024-03-08 23:06:33
2024-03-09;14912;2024-03-08 23:06:31;280466303.34;8;2;27;2;1003;2024-03-08 23:06:33
2024-03-09;12154;2024-03-08 00:29:52;121823782.28;12;0;15;0;11;2024-03-08 23:06:34
2024-03-09;14913;2024-03-08 23:06:32;121823782.28;15;3;12;3;11;2024-03-08 23:06:34
2024-03-08;14702;2024-03-08 21:28:22;369605567.68;21;1;27;1;3625;2024-03-08 23:08:43
2024-03-08;14914;2024-03-08 23:08:41;369605567.68;27;0;21;0;3625;2024-03-08 23:08:43
2024-03-08;13335;2024-03-08 09:16:51;150486298.22;21;0;5;0;1755;2024-03-08 23:10:04
2024-03-08;14915;2024-03-08 23:10:02;150486298.22;5;4;21;4;1755;2024-03-08 23:10:04
2024-03-08;12582;2024-03-08 02:24:00;190642259.23;15;2;26;2;2074;2024-03-08 23:10:19
2024-03-08;14916;2024-03-08 23:10:17;190642259.23;26;0;15;0;2074;2024-03-08 23:10:19
2024-03-08;14051;2024-03-08 15:42:22;99287921.95;16;7;13;7;5139;2024-03-08 23:11:33
2024-03-08;14917;2024-03-08 23:11:31;99287921.95;13;0;16;0;5139;2024-03-08 23:11:33
2024-03-08;14786;2024-03-08 22:13:16;143076201.16;22;0;4;0;3359;2024-03-08 23:12:01
2024-03-08;14918;2024-03-08 23:11:59;143076201.16;4;5;22;5;3359;2024-03-08 23:12:01
2024-03-09;13151;2024-03-08 07:33:25;84450295.03;23;0;18;0;7215;2024-03-08 23:12:07
2024-03-09;14919;2024-03-08 23:12:05;84450295.03;18;1;23;1;7215;2024-03-08 23:12:07
2024-03-08;12517;2024-03-08 01:52:37;19780524.91;26;0;1;0;6273;2024-03-08 23:12:31
2024-03-08;14920;2024-03-08 23:12:29;19780524.91;1;8;26;8;6273;2024-03-08 23:12:31
2024-03-08;14626;2024-03-08 20:53:03;217810691.39;18;0;14;0;5302;2024-03-08 23:13:03
2024-03-08;14922;2024-03-08 23:13:01;217810691.39;14;1;18;1;5302;2024-03-08 23:13:03
2024-03-08;13424;2024-03-08 09:59:16;411395120.46;7;0;27;0;4248;2024-03-08 23:14:02
2024-03-08;14923;2024-03-08 23:14:00;411395120.46;27;4;7;4;4248;2024-03-08 23:14:02
2024-03-08;13042;2024-03-08 06:41:09;51925189.45;13;0;18;0;2411;2024-03-08 23:14:16
2024-03-08;14924;2024-03-08 23:14:14;51925189.45;18;8;13;8;2411;2024-03-08 23:14:16
2024-03-08;13417;2024-03-08 09:56:56;142396538.71;11;0;14;0;7002;2024-03-08 23:14:18
2024-03-08;14925;2024-03-08 23:14:16;142396538.71;14;5;11;5;7002;2024-03-08 23:14:18
2024-03-09;13010;2024-03-08 06:27:43;7662310.52;20;1;14;1;5607;2024-03-08 23:14:20
2024-03-09;14926;2024-03-08 23:14:18;7662310.52;14;0;20;0;5607;2024-03-08 23:14:20
2024-03-10;14571;2024-03-08 20:22:52;19669031.33;15;0;27;0;1396;2024-03-08 23:15:17
2024-03-10;14927;2024-03-08 23:15:15;19669031.33;27;3;15;3;1396;2024-03-08 23:15:17
2024-03-08;14223;2024-03-08 17:20:57;269770130.43;14;3;19;3;6272;2024-03-08 23:15:38
2024-03-08;14928;2024-03-08 23:15:36;269770130.43;19;0;14;0;6272;2024-03-08 23:15:38
2024-03-08;13788;2024-03-08 13:17:18;99674644.09;16;0;25;0;1059;2024-03-08 23:15:55
2024-03-08;14929;2024-03-08 23:15:53;99674644.09;25;5;16;5;1059;2024-03-08 23:15:55
2024-03-08;11759;2024-03-07 21:49:14;37766684.85;6;7;9;7;3372;2024-03-08 23:16:03
2024-03-08;14930;2024-03-08 23:16:01;37766684.85;9;0;6;0;3372;2024-03-08 23:16:03
2024-03-09;11705;2024-03-07 21:18:54;205981574.12;25;5;12;5;2309;2024-03-08 23:16:34
2024-03-09;14931;2024-03-08 23:16:32;205981574.12;12;0;25;0;2309;2024-03-08 23:16:34
2024-03-07;11271;2024-03-07 17:31:03;246596796.6;7;0;29;0;3796;2024-03-08 23:17:29
2024-03-07;14932;2024-03-08 23:17:27;246596796.6;29;2;7;2;3796;2024-03-08 23:17:29
2024-03-08;12865;2024-03-08 05:07:06;301644922.97;7;0;15;0;1177;2024-03-08 23:17:30
2024-03-08;14933;2024-03-08 23:17:28;301644922.97;15;2;7;2;1177;2024-03-08 23:17:30
2024-03-08;13003;2024-03-08 06:24:02;25539064.1;21;8;29;8;6228;2024-03-08 23:18:19
2024-03-08;14934;2024-03-08 23:18:17;25539064.1;29;0;21;0;6228;2024-03-08 23:18:19
2024-03-08;14329;2024-03-08 18:19:42;32007975.15;10;3;4;3;5299;2024-03-08 23:18:22
2024-03-08;14935;2024-03-08 23:18:20;32007975.15;4;0;10;0;5299;2024-03-08 23:18:22
2024-03-09;14337;2024-03-08 18:23:33;69826366.92;9;0;3;0;5941;2024-03-08 23:19:30
2024-03-09;14936;2024-03-08 23:19:28;69826366.92;3;2;9;2;5941;2024-03-08 23:19:30
2024-03-08;14080;2024-03-08 16:04:27;31287931.01;15;1;23;1;1315;2024-03-08 23:19:39
2024-03-08;14937;2024-03-08 23:19:37;31287931.01;23;0;15;0;1315;2024-03-08 23:19:39
2024-03-09;13882;2024-03-08 14:14:47;14737607.42;20;0;25;0;3140;2024-03-08 23:20:23
2024-03-09;14938;2024-03-08 23:20:21;14737607.42;25;2;20;2;3140;2024-03-08 23:20:23
2024-03-08;14384;2024-03-08 18:46:42;26519951.14;25;3;9;3;2005;2024-03-08 23:20:24
2024-03-08;14939;2024-03-08 23:20:22;26519951.14;9;0;25;0;2005;2024-03-08 23:20:24
2024-03-09;12788;2024-03-08 04:26:59;294785891.1;2;0;11;0;3459;2024-03-08 23:21:27
2024-03-09;14940;2024-03-08 23:21:25;294785891.1;11;1;2;1;3459;2024-03-08 23:21:27
2024-03-09;12856;2024-03-08 05:02:52;148217913.76;20;0;29;0;4791;2024-03-08 23:22:42
2024-03-09;14941;2024-03-08 23:22:40;148217913.76;29;2;20;2;4791;2024-03-08 23:22:42
2024-03-08;13954;2024-03-08 14:51:18;305620099.49;6;6;7;6;647;2024-03-08 23:23:47
2024-03-08;14942;2024-03-08 23:23:45;305620099.49;7;0;6;0;647;2024-03-08 23:23:47
2024-03-09;14851;2024-03-08 22:35:30;120761785.9;1;0;30;0;5557;2024-03-08 23:24:04
2024-03-09;14943;2024-03-08 23:24:02;120761785.9;30;4;1;4;5557;2024-03-08 23:24:04
2024-03-07;11393;2024-03-07 18:41:43;61498403.55;26;7;24;7;1506;2024-03-08 23:24:40
2024-03-07;14944;2024-03-08 23:24:38;61498403.55;24;0;26;0;1506;2024-03-08 23:24:40
2024-03-10;13638;2024-03-08 12:02:44;76753983.46;26;6;30;6;3793;2024-03-08 23:25:04
2024-03-10;14945;2024-03-08 23:25:02;76753983.46;30;0;26;0;3793;2024-03-08 23:25:04
2024-03-08;13704;2024-03-08 12:37:53;165345467.33;21;0;2;0;6960;2024-03-08 23:25:20
2024-03-08;14946;2024-03-08 23:25:18;165345467.33;2;4;21;4;6960;2024-03-08 23:25:20
2024-03-09;14206;2024-03-08 17:13:24;46383364.05;4;5;1;5;419;2024-03-08 23:25:55
2024-03-09;14947;2024-03-08 23:25:53;46383364.05;1;0;4;0;419;2024-03-08 23:25:55
2024-03-10;12506;2024-03-08 01:47:17;391128396.79;7;0;9;0;2067;2024-03-08 23:25:59
2024-03-10;14948;2024-03-08 23:25:57;391128396.79;9;2;7;2;2067;2024-03-08 23:25:59
2024-03-08;12479;2024-03-08 01:29:23;10694371.79;22;0;9;0;5439;2024-03-08 23:26:12
2024-03-08;14949;2024-03-08 23:26:10;10694371.79;9;8;22;8;5439;2024-03-08 23:26:12
2024-03-08;13094;2024-03-08 07:02:03;85965236.66;4;0;5;0;5309;2024-03-08 23:26:52
2024-03-08;14950;2024-03-08 23:26:50;85965236.66;5;3;4;3;5309;2024-03-08 23:26:52
2024-03-09;14032;2024-03-08 15:34:56;335098211.61;22;2;17;2;4893;2024-03-08 23:27:13
2024-03-09;14951;2024-03-08 23:27:11;335098211.61;17;0;22;0;4893;2024-03-08 23:27:13
2024-03-10;12590;2024-03-08 02:28:14;102605080.27;23;8;10;8;3458;2024-03-08 23:27:16
2024-03-10;14952;2024-03-08 23:27:14;102605080.27;10;0;23;0;3458;2024-03-08 23:27:16
2024-03-10;13066;2024-03-08 06:49:33;173396550.58;6;0;27;0;3141;2024-03-08 23:27:57
2024-03-10;14953;2024-03-08 23:27:55;173396550.58;27;3;6;3;3141;2024-03-08 23:27:57
2024-03-09;14317;2024-03-08 18:11:06;189520972.39;9;4;28;4;4214;2024-03-08 23:28:46
2024-03-09;14954;2024-03-08 23:28:44;189520972.39;28;0;9;0;4214;2024-03-08 23:28:46
2024-03-07;9926;2024-03-07 05:17:59;129614517.67;2;8;7;8;5563;2024-03-08 23:29:43
2024-03-07;14955;2024-03-08 23:29:41;129614517.67;7;0;2;0;5563;2024-03-08 23:29:43
2024-03-08;12685;2024-03-08 03:23:05;101063410.17;22;3;20;3;234;2024-03-08 23:30:06
2024-03-08;14956;2024-03-08 23:30:04;101063410.17;20;0;22;0;234;2024-03-08 23:30:06
2024-03-10;13045;2024-03-08 06:43:02;111976934.17;1;0;6;0;6286;2024-03-08 23:30:51
2024-03-10;14957;2024-03-08 23:30:49;111976934.17;6;8;1;8;6286;2024-03-08 23:30:51
2024-03-10;12464;2024-03-08 01:27:19;92100237.86;25;2;30;2;2394;2024-03-08 23:32:09
2024-03-10;14958;2024-03-08 23:32:07;92100237.86;30;0;25;0;2394;2024-03-08 23:32:09
2024-03-09;14775;2024-03-08 22:08:08;407297054.69;20;5;27;5;70;2024-03-08 23:36:17
2024-03-09;14959;2024-03-08 23:36:15;407297054.69;27;0;20;0;70;2024-03-08 23:36:17
2024-03-08;14358;2024-03-08 18:33:51;80016562.65;24;0;6;0;1683;2024-03-08 23:36:21
2024-03-08;14960;2024-03-08 23:36:19;80016562.65;6;8;24;8;1683;2024-03-08 23:36:21
2024-03-09;14615;2024-03-08 20:49:38;222142457.22;17;2;28;2;1428;2024-03-08 23:38:02
2024-03-09;14961;2024-03-08 23:38:00;222142457.22;28;0;17;0;1428;2024-03-08 23:38:02
2024-03-08;14538;2024-03-08 20:04:32;146059224.18;13;4;29;4;5258;2024-03-08 23:38:04
2024-03-08;14962;2024-03-08 23:38:02;146059224.18;29;0;13;0;5258;2024-03-08 23:38:04
2024-03-08;14604;2024-03-08 20:42:56;108570473.03;3;5;14;5;6353;2024-03-08 23:38:37
2024-03-08;14963;2024-03-08 23:38:35;108570473.03;14;0;3;0;6353;2024-03-08 23:38:37
